,Marital status,Course Code,Attendance,Previous qualification,Previous qualification (grade),Admission grade,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target,DropOff_Rate,Appreciation_Rate
2738,single,9147,present,SSCE,146,143.9,yes,male,no,18,5,11.33333333,5,12,0.79,Graduate,0,0.67
2739,single,9085,present,SSCE,145,145,yes,male,yes,19,4,14.5,5,13.6,1.74,Graduate,0.9,0
2740,single,9070,present,SSCE,126,132,yes,male,yes,19,6,14.16666667,6,12.375,1.74,Graduate,1.79,0
2741,single,8014,absent,SSCE,141,136.1,yes,male,no,24,6,12.83333333,6,12,0.32,Graduate,0.83,0
2742,single,9238,present,SSCE,141,138.9,yes,male,no,21,6,13.33333333,6,14.5,1.74,Graduate,0,1.17
2743,single,9238,present,SSCE,133.1,102,yes,male,yes,20,6,13.66666667,6,14.57142857,2.02,Graduate,0,0.9
2744,single,9254,present,SSCE,133.1,123,no,male,yes,28,6,10.83333333,5,11,0.79,Dropout,0,0.17
2745,single,9853,present,SSCE,127,137.5,yes,male,no,21,6,13.42857143,6,13.14285714,0.32,Graduate,0.29,0
2746,single,9500,present,SSCE,106,102.2,yes,female,no,20,7,12.40142857,6,11.80833333,2.02,Enrolled,0.59,0
2749,married,9991,absent,SSCE,150,122.5,yes,female,no,47,4,11.5,5,11.6,0.32,Dropout,0,0.1
2751,single,9670,present,Phd,170,110,yes,female,yes,25,6,14.14285714,6,13.5,-4.06,Graduate,0.64,0
2753,single,9991,absent,SSCE,120,141,yes,female,yes,32,10,13.8,10,12.8,1.74,Graduate,1,0
2754,single,9991,absent,Phd,130,130,yes,female,no,38,10,13.6,5,13.6,3.51,Dropout,0,0
2755,single,9238,present,Phd,130,130,yes,female,no,37,15,11.73333333,9,11.88888889,-4.06,Graduate,0,0.16
2760,single,9500,present,Bsc,150,127,yes,female,no,26,6,13.04666667,7,13.30625,2.02,Dropout,0,0.26
2761,single,8014,absent,SSCE,120,100,yes,male,no,45,8,11,6,10.83333333,-1.7,Enrolled,0.17,0
2763,single,8014,absent,HND,133.1,130,yes,male,no,26,10,11.8,7,13.28571429,0.32,Graduate,0,1.49
2765,single,9500,present,SSCE,145,127.5,yes,male,no,18,8,13.11,8,13.11,-3.12,Graduate,0,0
2766,single,9500,present,HND,130,130,yes,male,no,27,7,14.41428571,7,14.41428571,-1.7,Graduate,0,0
2768,single,9147,present,SSCE,124,126.8,yes,male,no,20,5,12.33333333,5,12.2,-4.06,Graduate,0.13,0
2770,single,9130,present,SSCE,134,128.5,yes,male,yes,18,7,14.1,8,13.3125,-1.7,Graduate,0.79,0
2771,single,9500,present,SSCE,137,127.5,yes,male,no,18,8,13.045,8,13.045,-3.12,Graduate,0,0
2772,single,9500,present,SSCE,124,117.5,yes,female,no,19,5,12.858,5,12.858,-3.12,Enrolled,0,0
2773,single,9500,present,SSCE,136,148.8,yes,male,yes,19,8,14.2525,8,14.2525,-3.12,Graduate,0,0
2774,single,9500,present,SSCE,126,120.2,yes,male,yes,19,5,14.06,7,11.24285714,1.79,Enrolled,2.82,0
2775,single,9500,present,SSCE,142,127.3,yes,male,no,18,7,15.07571429,7,15.07571429,1.74,Graduate,0,0
2777,single,9670,present,SSCE,129,122.4,yes,male,no,19,4,13.75,5,12.6,-1.7,Enrolled,1.15,0
2778,single,9003,present,HND,130,130,yes,male,no,23,17,13.15,12,13.21428571,-4.06,Graduate,0,0.06
2779,single,9238,present,SSCE,136,121.7,yes,male,yes,21,5,12.33333333,5,11.8,0.79,Graduate,0.53,0
2780,single,9500,present,SSCE,137,122.7,yes,male,yes,18,7,13.77857143,8,13.12222222,-0.92,Graduate,0.66,0
2783,single,9238,present,SSCE,132,129.9,yes,male,no,20,5,13.2,6,12.66666667,1.74,Enrolled,0.53,0
2784,single,9070,present,SSCE,152,136.3,yes,male,yes,18,6,13.57142857,6,12.375,0.79,Graduate,1.2,0
2785,single,8014,absent,SSCE,125,114.9,yes,male,no,29,11,12.75,7,13.42857143,-3.12,Graduate,0,0.68
2791,single,9085,present,SSCE,120,112.7,yes,female,no,19,6,14.85714286,6,14.14285714,2.02,Graduate,0.71,0
2792,married,8014,absent,SSCE,133.1,143,yes,female,no,37,8,12,7,11.57142857,-1.7,Graduate,0.43,0
2795,married,9500,present,HND,133.1,146.6,yes,female,no,37,7,12.82857143,8,12.6875,0.79,Graduate,0.14,0
2797,single,9670,present,SSCE,123,120.6,yes,female,no,19,6,13.33333333,5,14,3.51,Graduate,0,0.67
2798,single,9500,present,SSCE,150,110,yes,female,yes,33,14,13.07285714,14,13.07285714,-3.12,Graduate,0,0
2800,single,9254,present,SSCE,145,134.9,yes,male,no,18,6,15.5,6,16,1.79,Graduate,0,0.5
2802,single,9773,present,SSCE,142,141.3,yes,male,yes,19,6,14.71428571,6,15.16666667,0.79,Graduate,0,0.45
2803,single,9085,present,SSCE,147,135.6,yes,male,no,20,6,16.71428571,6,15.33333333,0.79,Graduate,1.38,0
2804,single,9238,present,SSCE,125,121.5,yes,male,yes,19,6,10.85714286,6,11.66666667,1.79,Graduate,0,0.81
2805,single,9500,present,SSCE,126,125,yes,male,no,19,6,11.65833333,6,12.41666667,1.79,Graduate,0,0.76
2806,single,9773,present,SSCE,132,119.1,yes,male,yes,22,5,11.6,6,12,-3.12,Graduate,0,0.4
2807,single,9670,present,SSCE,122,126.6,yes,male,no,18,6,14.625,6,14.14285714,2.02,Enrolled,0.48,0
2808,single,9773,present,SSCE,123,116.7,yes,male,yes,18,6,12.16666667,6,12.66666667,1.79,Graduate,0,0.5
2809,single,9500,present,SSCE,126,120.1,yes,male,no,19,4,13.375,6,12.11666667,1.79,Enrolled,1.26,0
2810,single,9853,present,SSCE,128,124.9,yes,male,yes,19,6,12.5,6,12.83333333,-1.7,Graduate,0,0.33
2811,single,9500,present,SSCE,100,114,no,male,no,31,5,12.56,5,12.56,0.32,Dropout,0,0
2812,single,9500,present,SSCE,140,131.1,yes,male,no,18,7,13.19,8,14.23125,2.02,Graduate,0,1.04
2815,single,9238,present,SSCE,132,120.8,yes,male,yes,19,5,11.6,6,11.71428571,-4.06,Graduate,0,0.11
2816,single,9500,present,SSCE,130,135,yes,male,no,19,6,14.26666667,6,14.26666667,0.32,Graduate,0,0
2818,married,8014,absent,HND,124.4,130,yes,male,no,30,9,12.66666667,7,12.42857143,0.32,Graduate,0.24,0
2820,single,9500,present,SSCE,144,130.8,yes,male,no,18,7,12.77142857,7,12.77142857,-1.7,Graduate,0,0
2822,single,9238,present,SSCE,150,145.9,yes,male,yes,19,6,15.5,6,13.57142857,0.79,Graduate,1.93,0
2823,single,9670,present,SSCE,115,109.1,yes,male,yes,19,6,13.28571429,5,14.6,1.79,Enrolled,0,1.31
2824,single,9500,present,SSCE,125,120.3,yes,male,no,19,5,11.71666667,5,13.7,0.79,Enrolled,0,1.98
2826,single,9670,present,SSCE,121,135.4,yes,male,yes,19,6,13.33333333,5,13.4,3.51,Graduate,0,0.07
2828,single,9070,present,SSCE,129,136.4,yes,male,no,18,6,12.33333333,6,12.83333333,0.32,Enrolled,0,0.5
2832,married,9003,present,SSCE,150,120,no,male,no,34,6,14.33333333,6,12.83333333,2.02,Enrolled,1.5,0
2834,single,9085,present,SSCE,133.1,130,yes,male,no,24,6,14.85714286,5,13.6,0.79,Graduate,1.26,0
2835,married,9147,present,SSCE,130,138,yes,male,no,34,12,11.91666667,11,13.18181818,0.32,Graduate,0,1.27
2837,married,9147,present,SSCE,140,108,yes,male,no,50,3,13.33333333,5,12.2,-3.12,Enrolled,1.13,0
2839,single,9085,present,SSCE,148,134.7,yes,male,no,18,6,17,6,15.5,3.51,Graduate,1.5,0
2841,married,9003,present,SSCE,140,104.8,yes,male,no,46,19,12.21052632,13,11.38461538,-4.06,Graduate,0.83,0
2842,married,9070,present,SSCE,160,126.5,yes,male,yes,30,6,13,5,12.85714286,0.79,Graduate,0.14,0
2845,single,9003,present,OND,160,160,yes,male,no,20,6,13.57142857,6,12.71428571,1.79,Graduate,0.86,0
2848,married,9147,present,SSCE,100,100,yes,male,no,54,13,12.46153846,10,11.1,-4.06,Dropout,1.36,0
2849,single,9085,present,OND,140,140,yes,male,no,19,4,14.4,5,13,0.79,Graduate,1.4,0
2851,single,9773,present,SSCE,130,120.9,yes,male,no,18,6,14.33333333,6,14.16666667,3.51,Graduate,0.17,0
2852,single,9003,present,Msc,130,125.8,yes,male,no,21,11,11.90909091,11,10.72727273,3.51,Graduate,1.18,0
2853,single,9070,present,SSCE,164,161.2,yes,male,no,18,6,13.71428571,6,14.375,0.79,Graduate,0,0.66
2855,single,9500,present,SSCE,137,127.9,yes,male,yes,18,5,13.46,7,12.2375,2.02,Dropout,1.22,0
2856,single,9773,present,SSCE,133,135.8,yes,male,no,19,6,15,6,13.33333333,2.02,Graduate,1.67,0
2858,single,9670,present,SSCE,160,137.3,yes,male,no,19,5,13.4,5,12.8,-1.7,Graduate,0.6,0
2861,single,9085,present,SSCE,140,146.4,yes,male,no,18,5,12.6,5,11.6,0.32,Graduate,1,0
2862,married,8014,absent,SSCE,140,121,yes,male,no,50,6,12.66666667,6,11.83333333,1.74,Graduate,0.83,0
2864,single,9773,present,SSCE,115,119.6,yes,male,yes,22,5,12,5,11,0.32,Dropout,1,0
2865,married,9147,present,SSCE,140,142.8,yes,male,no,43,5,16.4,5,16.6,0.32,Graduate,0,0.2
2868,married,9147,present,SSCE,110,140,yes,male,no,41,4,14.5,5,13,-3.12,Enrolled,1.5,0
2869,married,9991,absent,Bsc,133.1,150.3,yes,male,no,47,5,14.8,5,14.4,0.32,Graduate,0.4,0
2870,single,171,present,HND,116,128.2,yes,male,no,22,17,10.36842105,17,11.5,2.02,Graduate,0,1.13
2872,married,9991,absent,SSCE,140,117.3,yes,male,no,28,6,10.66666667,9,11.33333333,0.32,Enrolled,0,0.67
2873,married,9254,present,Msc,120,120,yes,male,no,32,13,12.69230769,13,12.38461538,1.74,Graduate,0.31,0
2875,single,9147,present,SSCE,160,118,yes,male,no,53,15,11.8,12,11.66666667,3.51,Enrolled,0.13,0
2878,married,9853,present,SSCE,133.1,100,yes,male,no,34,11,13,8,11.875,-1.7,Dropout,1.12,0
2881,single,9238,present,SSCE,122,114.3,yes,male,no,22,8,11,5,11.2,-3.12,Enrolled,0,0.2
2883,married,8014,absent,SSCE,140,128,yes,male,yes,43,6,12.33333333,6,11.5,3.51,Graduate,0.83,0
2884,single,9003,present,HND,120,120,yes,male,no,54,13,14.30769231,12,15.23076923,-4.06,Graduate,0,0.92
2885,single,8014,absent,Msc,130,147.5,yes,male,no,39,11,14.45454545,8,13.5,-1.7,Graduate,0.95,0
2886,married,9991,absent,SSCE,120,120.7,yes,male,no,39,5,11,5,13.2,0.32,Graduate,0,2.2
2887,single,9853,present,SSCE,153,153.7,yes,male,yes,18,6,13.14285714,6,12.83333333,-4.06,Graduate,0.31,0
2888,single,9238,present,SSCE,131,121.9,yes,male,yes,19,6,13.75,6,11.85714286,-0.92,Graduate,1.89,0
2889,single,9670,present,SSCE,126,119.4,yes,male,yes,18,6,14,5,13.8,3.51,Graduate,0.2,0
2890,married,8014,absent,Phd,110,157.8,yes,male,no,44,8,13.75,6,12.5,0.32,Graduate,1.25,0
2892,single,9670,present,SSCE,131,135.9,yes,male,yes,18,6,13.16666667,6,12.42857143,3.51,Graduate,0.74,0
2893,married,8014,absent,SSCE,130,130,yes,male,no,45,9,12.44444444,6,12,-3.12,Dropout,0.44,0
2894,single,9853,present,SSCE,122,118.9,yes,male,no,20,6,12.66666667,5,13,0.32,Graduate,0,0.33
2895,married,8014,absent,SSCE,151,152.4,yes,male,no,40,6,11.33333333,6,10.5,1.74,Graduate,0.83,0
2896,single,9991,absent,SSCE,120,147.8,yes,male,no,40,4,11.25,5,12,0.79,Enrolled,0,0.75
2897,single,9500,present,SSCE,136,100,yes,male,no,18,7,13.6125,8,14.575,0.79,Graduate,0,0.96
2898,single,9500,present,SSCE,140,129,yes,male,no,21,7,12.41428571,7,12.41428571,-1.7,Graduate,0,0
2900,married,9991,absent,Msc,120,120,yes,male,no,36,11,11.5,12,11.4375,-3.12,Enrolled,0.06,0
2902,married,9130,present,SSCE,100,130,yes,male,no,32,7,11,8,13.125,-1.7,Graduate,0,2.12
2903,single,9238,present,SSCE,116,119.2,yes,male,yes,18,6,14,6,13.5,3.51,Graduate,0.5,0
2905,single,9773,present,SSCE,136,132.5,yes,male,no,19,6,12.5,6,12.5,1.74,Graduate,0,0
2906,married,8014,absent,SSCE,160,115,yes,male,yes,41,6,11.33333333,6,11.33333333,1.74,Graduate,0,0
2907,married,9500,present,SSCE,140,128,yes,male,yes,18,6,14.06666667,6,14.06666667,0.32,Graduate,0,0
2908,single,9085,present,SSCE,130,125.1,yes,male,no,21,8,13.55555556,7,13.57142857,0.32,Graduate,0,0.02
2911,single,9500,present,SSCE,143,135.3,yes,male,no,18,8,13.27625,8,13.27625,-3.12,Graduate,0,0
2913,single,9238,present,SSCE,136,135.7,yes,male,no,19,6,14.375,6,14.75,0.32,Graduate,0,0.38
2915,married,8014,absent,SSCE,133.1,119,yes,male,yes,48,6,10.66666667,5,11.8,1.74,Enrolled,0,1.13
2916,married,8014,absent,HND,110,110,yes,male,no,39,12,13.41666667,10,14.5,-0.92,Graduate,0,1.08
2917,single,9500,present,SSCE,118,115.2,yes,male,no,19,6,12.97166667,7,12.32142857,2.02,Graduate,0.65,0
2918,single,9991,absent,Msc,110,112.9,yes,male,no,38,14,10.92857143,12,11.83333333,-3.12,Dropout,0,0.9
2922,married,9238,present,Bsc,133.1,98.5,yes,male,no,48,6,11.33333333,5,12.4,-4.06,Dropout,0,1.07
2924,married,9500,present,SSCE,133.1,120,yes,male,yes,32,7,12.75714286,7,12.75714286,-1.7,Graduate,0,0
2925,single,9773,present,SSCE,154,150.2,yes,male,yes,18,6,14.5,6,14.66666667,-0.92,Graduate,0,0.17
2926,single,8014,absent,OND,140,139.2,yes,male,no,20,6,13.83333333,6,14.57142857,1.79,Graduate,0,0.74
2927,single,9147,present,SSCE,158,130,yes,male,no,20,4,11.25,5,10.4,0.32,Graduate,0.85,0
2933,single,9500,present,SSCE,144,130.5,yes,male,no,18,7,11.97142857,7,11.97142857,-1.7,Graduate,0,0
2940,married,8014,absent,HND,100,130,yes,male,yes,43,5,12.2,6,12.33333333,-3.12,Graduate,0,0.13
2941,married,9130,present,SSCE,133.1,152.8,yes,male,no,28,7,12.42857143,8,12.3,1.79,Enrolled,0.13,0
2942,single,171,present,SSCE,145,160.1,yes,male,yes,19,12,14.5,11,13.58333333,3.51,Graduate,0.92,0
2943,single,9003,present,SSCE,130,140,yes,male,no,26,6,13,11,13.83333333,-4.06,Graduate,0,0.83
2944,single,9500,present,SSCE,118,110.7,yes,male,no,18,7,11.71428571,8,12.75,1.79,Graduate,0,1.04
2947,single,9670,present,SSCE,113,112.3,yes,male,no,20,6,12.375,6,13.14285714,2.02,Graduate,0,0.77
2948,single,9853,present,SSCE,136,122,yes,male,no,18,6,12.66666667,6,12,0.32,Graduate,0.67,0
2950,married,9003,present,SSCE,131,118.4,yes,male,no,20,6,14.125,5,12.6,0.79,Graduate,1.53,0
2951,single,9085,present,SSCE,138,128.7,yes,male,no,18,6,14.66666667,6,13.83333333,3.51,Graduate,0.83,0
2954,married,9238,present,SSCE,120,125.5,yes,male,yes,39,6,14,5,14.8,-1.7,Graduate,0,0.8
2957,married,8014,absent,HND,110,160.5,yes,male,no,38,11,12.63636364,8,11,0.79,Graduate,1.64,0
2959,married,9254,present,SSCE,133.1,103,yes,male,no,62,6,15,6,12.83333333,1.74,Graduate,2.17,0
2960,single,9670,present,SSCE,133.1,103,yes,male,yes,20,4,11.75,6,12.66666667,1.74,Graduate,0,0.92
2961,single,9500,present,SSCE,139,131.5,yes,male,no,18,7,14.13714286,7,14.13714286,1.74,Graduate,0,0
2964,single,9070,present,SSCE,124,138.4,yes,male,yes,19,6,13.28571429,6,12.5,0.79,Dropout,0.79,0
2965,single,9147,present,SSCE,137,131.1,yes,male,yes,19,5,13.6,5,12.6,3.51,Graduate,1,0
2966,single,9500,present,SSCE,157,100,yes,male,no,18,7,13.55,8,14.1875,0.79,Graduate,0,0.64
2968,single,8014,absent,SSCE,100,100,yes,male,no,41,4,13.5,6,11.16666667,0.32,Graduate,2.33,0
2969,single,9670,present,SSCE,130,159,yes,male,yes,51,5,11.6,5,14.2,1.79,Graduate,0,2.6
2975,married,9991,absent,HND,130,130,yes,male,no,41,10,14.63636364,10,14.6,-0.92,Graduate,0.04,0
2976,single,9254,present,SSCE,132,129.9,yes,male,yes,19,6,13,6,12.16666667,3.51,Graduate,0.83,0
2977,single,9853,present,Phd,133.1,133.7,yes,male,no,28,14,12.78571429,16,13.875,-0.92,Dropout,0,1.09
2978,single,9070,present,SSCE,129,124.8,yes,male,no,21,6,14.5,5,12,1.79,Graduate,2.5,0
2980,single,9773,present,SSCE,138,133.5,no,male,no,18,6,12.5,6,12.16666667,1.74,Graduate,0.33,0
2981,single,9070,present,SSCE,135,128,yes,male,yes,19,6,14,6,13.125,1.74,Graduate,0.88,0
2982,single,9500,present,SSCE,131,127.2,yes,male,yes,19,7,13.80142857,8,14.575,2.02,Graduate,0,0.77
2983,single,9853,present,HND,150,150,no,male,no,25,6,14.42857143,6,13.66666667,1.74,Graduate,0.76,0
2984,single,9500,present,Bsc,133,127.8,yes,male,yes,18,6,14.35,6,14.35,0.32,Graduate,0,0
2985,single,9070,present,SSCE,135,125.2,yes,male,no,19,6,14.33333333,6,13.5,-1.7,Graduate,0.83,0
2987,married,8014,absent,Bsc,100,100,yes,male,no,46,6,13.33333333,6,11.83333333,0.32,Graduate,1.5,0
2988,single,171,present,SSCE,158,151.4,no,male,no,19,12,13,11,13.25,3.51,Graduate,0,0.25
2989,single,9254,present,SSCE,137,125.1,yes,male,no,18,4,11.75,5,11.2,0.32,Enrolled,0.55,0
2991,single,9500,present,SSCE,123,118,yes,male,yes,19,7,11.82,7,11.82,1.74,Graduate,0,0
2993,married,8014,absent,SSCE,140,128.5,yes,male,yes,38,5,12.4,6,12.66666667,-3.12,Graduate,0,0.27
2994,single,9773,present,SSCE,136,131.5,yes,male,no,18,6,12.57142857,6,11.85714286,0.79,Graduate,0.71,0
2995,single,9500,present,SSCE,137,132.6,yes,male,yes,18,7,13.85714286,8,14.9,0.79,Graduate,0,1.04
2996,single,9238,present,SSCE,128,122.1,yes,male,no,18,5,11.83333333,5,13.8,0.79,Graduate,0,1.97
2998,single,9130,present,SSCE,130,133,yes,male,no,19,6,14.66666667,6,13.66666667,1.79,Graduate,1,0
3000,single,9500,present,SSCE,148,130,yes,male,no,24,7,12.71428571,7,12.71428571,-1.7,Enrolled,0,0
3001,single,9500,present,SSCE,139,136.4,yes,male,no,19,7,13.42222222,7,12.18888889,-4.06,Graduate,1.23,0
3002,single,9773,present,SSCE,136,129,yes,male,yes,19,6,14,5,12.2,0.79,Dropout,1.8,0
3003,single,9130,present,SSCE,126,119,yes,male,yes,19,7,12.14285714,8,13.375,-0.92,Dropout,0,1.23
3004,single,9147,present,SSCE,135,128,yes,male,yes,18,5,12.8,5,13,2.02,Graduate,0,0.2
3005,single,9500,present,SSCE,122,117.1,yes,male,yes,18,7,14.57285714,8,14.95555556,1.79,Graduate,0,0.38
3009,single,9500,present,SSCE,125,115.2,yes,male,no,20,7,12.98285714,8,14.4625,1.79,Graduate,0,1.48
3010,single,9085,present,SSCE,141,130.2,yes,male,no,20,6,15.75,6,13,-4.06,Graduate,2.75,0
3012,single,9500,present,SSCE,133.1,95,yes,male,no,20,6,13.755,7,13.57142857,1.79,Graduate,0.18,0
3013,single,9670,present,SSCE,132,119.4,yes,male,yes,18,6,13.83333333,6,13.5,3.51,Graduate,0.33,0
3015,single,9500,present,SSCE,136,133.9,yes,male,no,18,7,14.71111111,8,14.62777778,-4.06,Graduate,0.08,0
3016,single,9085,present,Msc,150,145.2,yes,male,no,20,11,14.61538462,9,13.7,3.51,Graduate,0.92,0
3017,single,9500,present,SSCE,130,118.8,yes,male,no,18,7,13.67714286,8,14.53333333,2.02,Graduate,0,0.86
3018,single,9085,present,SSCE,136,123.4,yes,male,yes,19,5,13.16666667,5,12.8,-3.12,Graduate,0.37,0
3019,single,9238,present,SSCE,138,123,yes,male,no,19,5,10.8,5,11.33333333,-4.06,Graduate,0,0.53
3020,single,9130,present,SSCE,131,118.4,yes,male,no,19,3,12,5,12.83333333,0.32,Graduate,0,0.83
3021,single,9500,present,SSCE,147,131.6,yes,male,no,18,6,13.95833333,8,14.71875,2.02,Graduate,0,0.76
3025,single,9500,present,SSCE,149,133,yes,male,yes,18,7,14,7,14,-1.7,Graduate,0,0
3026,single,9773,present,SSCE,137,139.8,yes,male,no,18,6,12.57142857,6,12.57142857,1.74,Enrolled,0,0
3028,single,8014,absent,SSCE,130,134,yes,male,yes,35,8,13.625,7,14,3.51,Graduate,0,0.38
3030,single,9853,present,HND,130,130,yes,male,no,28,14,12.42857143,11,11.90909091,0.32,Dropout,0.52,0
3031,single,9500,present,SSCE,157,141.4,yes,male,no,21,7,13.3875,8,15.9,0.79,Graduate,0,2.51
3032,single,9500,present,SSCE,135,128.9,yes,male,yes,19,6,12.64833333,8,12.20555556,2.02,Graduate,0.44,0
3033,single,9238,present,SSCE,123,118.1,yes,male,no,19,6,14,6,13.33333333,3.51,Graduate,0.67,0
3034,single,9085,present,SSCE,139,130.6,yes,male,no,18,5,12.8,5,11.85714286,-3.12,Graduate,0.94,0
3035,single,9254,present,SSCE,136,122,yes,male,no,18,6,11.33333333,6,10.83333333,0.32,Graduate,0.5,0
3037,single,9670,present,SSCE,126,126.7,yes,male,yes,20,6,14.16666667,6,13,3.51,Graduate,1.17,0
3038,single,9773,present,SSCE,122,126.6,yes,male,no,18,6,12.83333333,6,13.83333333,3.51,Graduate,0,1
3039,single,9853,present,SSCE,125,125.4,no,male,no,19,4,12,6,11.83333333,-0.92,Dropout,0.17,0
3040,single,9773,present,SSCE,134,136.1,yes,male,yes,20,6,13,6,13.14285714,1.79,Dropout,0,0.14
3041,single,9500,present,SSCE,130,128.8,yes,male,no,18,6,13.39,7,12.75714286,2.02,Enrolled,0.63,0
3042,single,9670,present,SSCE,110,111.1,no,male,no,18,6,12.33333333,5,13.6,3.51,Graduate,0,1.27
3043,single,9070,present,SSCE,131,135.9,yes,male,yes,21,6,12.57142857,6,11.625,0.79,Graduate,0.95,0
3044,single,9254,present,SSCE,122,119.6,yes,male,yes,19,6,12.33333333,6,12.83333333,1.79,Graduate,0,0.5
3047,single,9773,present,SSCE,137,134.2,yes,male,no,18,6,13.16666667,5,14.2,1.74,Dropout,0,1.03
3048,single,9147,present,SSCE,130,123,yes,male,yes,18,5,13.33333333,5,13.6,-1.7,Graduate,0,0.27
3049,single,9085,present,SSCE,127,123.9,yes,male,no,18,4,13,5,13.14285714,1.74,Graduate,0,0.14
3052,single,9085,present,SSCE,138,123,yes,male,yes,20,6,15.85714286,6,16,0.79,Graduate,0,0.14
3054,single,9238,present,SSCE,127,122.8,yes,male,yes,19,6,14,6,14.57142857,-0.92,Graduate,0,0.57
3056,single,9773,present,SSCE,132,120.1,yes,male,yes,18,6,13.66666667,6,14,3.51,Graduate,0,0.33
3058,single,9500,present,SSCE,133,127.3,yes,male,no,18,7,12.62857143,7,12.62857143,-1.7,Graduate,0,0
3059,single,9500,present,SSCE,140,125.5,yes,male,yes,19,7,14.23285714,7,14.23285714,1.74,Graduate,0,0
3060,single,9773,present,SSCE,130,137.4,yes,male,no,19,6,15,6,14,-4.06,Enrolled,1,0
3063,single,9773,present,Bsc,133.1,104,no,male,yes,24,6,13.5,6,13,2.02,Graduate,0.5,0
3064,single,9238,present,SSCE,132,133.1,yes,male,yes,19,5,12.2,6,11.5,-3.12,Graduate,0.7,0
3066,single,9070,present,OND,130,130,yes,male,no,19,6,12,8,12.75,-0.92,Graduate,0,0.75
3067,single,9500,present,SSCE,140,124.3,yes,male,no,19,5,12.32,5,11.9,1.79,Enrolled,0.42,0
3068,single,9130,present,SSCE,140,105,yes,male,yes,36,6,12.35,5,12.5,3.51,Graduate,0,0.15
3072,single,9238,present,OND,130,127.4,no,female,no,27,5,11.6,5,12,0.79,Dropout,0,0.4
3074,married,9147,present,Msc,120,120,no,female,no,57,12,11.75,9,12.22222222,-3.12,Dropout,0,0.47
3075,single,9670,present,SSCE,132,143.6,yes,female,no,20,5,12.8,5,11.6,0.79,Enrolled,1.2,0
3080,single,9991,absent,SSCE,120,152.4,yes,female,no,27,5,15.2,5,14.16666667,1.74,Graduate,1.03,0
3081,single,9500,present,SSCE,122,116.6,yes,female,yes,20,7,13.31428571,8,12.575,1.79,Graduate,0.74,0
3082,single,9070,present,SSCE,143,141.6,yes,male,yes,19,11,13.09090909,11,12.08333333,1.74,Graduate,1.01,0
3084,single,9070,present,SSCE,124,116.3,yes,male,no,20,5,12.2,6,11.5,-0.92,Graduate,0.7,0
3086,single,9991,absent,SSCE,130,119.5,yes,male,no,22,15,11.2,14,12.42857143,0.32,Graduate,0,1.23
3088,married,9500,present,HND,140,160,yes,male,no,27,7,15.94285714,7,15.94285714,-1.7,Graduate,0,0
3090,single,9238,present,SSCE,123,115,yes,male,no,19,4,10.25,6,10.71428571,2.02,Graduate,0,0.46
3091,single,9853,present,SSCE,128,128.4,yes,male,yes,20,5,13.2,5,12.83333333,-3.12,Enrolled,0.37,0
3092,single,8014,absent,SSCE,100,112.8,yes,male,yes,23,6,14.16666667,6,12.5,-1.7,Graduate,1.67,0
3095,single,9238,present,SSCE,118,110,yes,male,yes,18,6,12.28571429,6,11.42857143,1.79,Graduate,0.86,0
3096,single,8014,absent,SSCE,120,148.5,yes,male,yes,31,6,14,6,12.33333333,1.74,Graduate,1.67,0
3098,single,9238,present,SSCE,138,135.9,yes,male,no,19,5,11.6,6,11.66666667,0.32,Enrolled,0,0.07
3100,single,9500,present,SSCE,134,121.2,yes,male,no,19,7,13.47,8,13.32625,-4.06,Graduate,0.14,0
3101,single,9147,present,SSCE,133,136.2,yes,male,no,19,5,12.4,5,12.8,0.32,Graduate,0,0.4
3104,single,9238,present,SSCE,129,123.1,yes,male,no,19,6,12,6,12.42857143,2.02,Graduate,0,0.43
3105,married,9085,present,SSCE,120,130,yes,male,no,29,5,15.33333333,5,15.4,-3.12,Dropout,0,0.07
3106,single,9500,present,SSCE,141,125,yes,male,yes,18,8,12.32,8,12.32,-3.12,Graduate,0,0
3107,single,9500,present,SSCE,118,113.1,yes,male,no,19,7,13.79857143,8,14.75625,2.02,Graduate,0,0.96
3108,single,9773,present,SSCE,127,121.1,yes,male,no,18,6,13.16666667,6,12.5,-4.06,Enrolled,0.67,0
